Ref_Date,GEO,AGE,SEX,MHWBPROF,UNIT,Value
2002,Canada,"Total, 15 years and over",Both sexes,Non-problem gambler,"Low 95% confidence interval, number of persons",11416583
2002,Canada,"Total, 15 years and over",Both sexes,Non-problem gambler,"High 95% confidence interval, number of persons",11866915
2002,Canada,"Total, 15 years and over",Both sexes,Non-problem gambler,Coefficient of variation for number of persons,1
2002,Canada,"Total, 15 years and over",Both sexes,Non-problem gambler,Percent,46.6
2002,Canada,"Total, 15 years and over",Both sexes,Non-problem gambler,"Low 95% confidence interval, percent",45.7
2002,Canada,"Total, 15 years and over",Both sexes,Non-problem gambler,"High 95% confidence interval, percent",47.5
2002,Canada,"Total, 15 years and over",Both sexes,Non-problem gambler,Coefficient of variation for percent,1
2002,Canada,"Total, 15 years and over",Both sexes,Low risk gambler,Number of persons,697464
2002,Canada,"Total, 15 years and over",Both sexes,Low risk gambler,"Low 95% confidence interval, number of persons",636583
2002,Canada,"Total, 15 years and over",Both sexes,Low risk gambler,"High 95% confidence interval, number of persons",758345
2002,Canada,"Total, 15 years and over",Both sexes,Low risk gambler,Coefficient of variation for number of persons,4.5
2002,Canada,"Total, 15 years and over",Both sexes,Low risk gambler,Percent,2.8
2002,Canada,"Total, 15 years and over",Both sexes,Low risk gambler,"Low 95% confidence interval, percent",2.5
2002,Canada,"Total, 15 years and over",Both sexes,Low risk gambler,"High 95% confidence interval, percent",3
2002,Canada,"Total, 15 years and over",Both sexes,Low risk gambler,Coefficient of variation for percent,4.5
2002,Canada,"Total, 15 years and over",Both sexes,Moderate risk gambler,Number of persons,372654
2002,Canada,"Total, 15 years and over",Both sexes,Moderate risk gambler,"Low 95% confidence interval, number of persons",323957
2002,Canada,"Total, 15 years and over",Both sexes,Moderate risk gambler,"High 95% confidence interval, number of persons",421351
2002,Canada,"Total, 15 years and over",Both sexes,Moderate risk gambler,Coefficient of variation for number of persons,6.7
2002,Canada,"Total, 15 years and over",Both sexes,Moderate risk gambler,Percent,1.5
2002,Canada,"Total, 15 years and over",Both sexes,Moderate risk gambler,"Low 95% confidence interval, percent",1.3
2002,Canada,"Total, 15 years and over",Both sexes,Moderate risk gambler,"High 95% confidence interval, percent",1.7
2002,Canada,"Total, 15 years and over",Both sexes,Moderate risk gambler,Coefficient of variation for percent,6.7
2002,Canada,"Total, 15 years and over",Both sexes,Problem gambler,Number of persons,117682
2002,Canada,"Total, 15 years and over",Both sexes,Problem gambler,"Low 95% confidence interval, number of persons",94692
2002,Canada,"Total, 15 years and over",Both sexes,Problem gambler,"High 95% confidence interval, number of persons",140673
2002,Canada,"Total, 15 years and over",Both sexes,Problem gambler,Coefficient of variation for number of persons,10
2002,Canada,"Total, 15 years and over",Both sexes,Problem gambler,Percent,0.5
2002,Canada,"Total, 15 years and over",Both sexes,Problem gambler,"Low 95% confidence interval, percent",0.4
2002,Canada,"Total, 15 years and over",Both sexes,Problem gambler,"High 95% confidence interval, percent",0.6
2002,Canada,"Total, 15 years and over",Both sexes,Problem gambler,Coefficient of variation for percent,10
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of gambling problem, not stated",Number of persons,74229
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of gambling problem, not stated","Low 95% confidence interval, number of persons",49383
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of gambling problem, not stated","High 95% confidence interval, number of persons",99076
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of gambling problem, not stated",Coefficient of variation for number of persons,17.1
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of gambling problem, not stated",Percent,0.3
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of gambling problem, not stated","Low 95% confidence interval, percent",0.2
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of gambling problem, not stated","High 95% confidence interval, percent",0.4
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of gambling problem, not stated",Coefficient of variation for percent,17.1
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable risk of eating disorder,Number of persons,24996593
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable risk of eating disorder,"Low 95% confidence interval, number of persons",24996593
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable risk of eating disorder,"High 95% confidence interval, number of persons",24996593
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable risk of eating disorder,Coefficient of variation for number of persons,0
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable risk of eating disorder,Percent,100
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable risk of eating disorder,"Low 95% confidence interval, percent",100
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable risk of eating disorder,"High 95% confidence interval, percent",100
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable risk of eating disorder,Coefficient of variation for percent,0
2002,Canada,"Total, 15 years and over",Both sexes,At risk of eating disorder,Number of persons,424767
2002,Canada,"Total, 15 years and over",Both sexes,At risk of eating disorder,"Low 95% confidence interval, number of persons",369976
2002,Canada,"Total, 15 years and over",Both sexes,At risk of eating disorder,"High 95% confidence interval, number of persons",479558
2002,Canada,"Total, 15 years and over",Both sexes,At risk of eating disorder,Coefficient of variation for number of persons,6.6
2002,Canada,"Total, 15 years and over",Both sexes,At risk of eating disorder,Percent,1.7
2002,Canada,"Total, 15 years and over",Both sexes,At risk of eating disorder,"Low 95% confidence interval, percent",1.5
2002,Canada,"Total, 15 years and over",Both sexes,At risk of eating disorder,"High 95% confidence interval, percent",1.9
2002,Canada,"Total, 15 years and over",Both sexes,At risk of eating disorder,Coefficient of variation for percent,6.6
2002,Canada,"Total, 15 years and over",Both sexes,Does not likely have eating disorder,Number of persons,24490473
2002,Canada,"Total, 15 years and over",Both sexes,Does not likely have eating disorder,"Low 95% confidence interval, number of persons",24430611
2002,Canada,"Total, 15 years and over",Both sexes,Does not likely have eating disorder,"High 95% confidence interval, number of persons",24550334
2002,Canada,"Total, 15 years and over",Both sexes,Does not likely have eating disorder,Coefficient of variation for number of persons,0.1
2002,Canada,"Total, 15 years and over",Both sexes,Does not likely have eating disorder,Percent,98
2002,Canada,"Total, 15 years and over",Both sexes,Does not likely have eating disorder,"Low 95% confidence interval, percent",97.7
2002,Canada,"Total, 15 years and over",Both sexes,Does not likely have eating disorder,"High 95% confidence interval, percent",98.2
2002,Canada,"Total, 15 years and over",Both sexes,Does not likely have eating disorder,Coefficient of variation for percent,0.1
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of eating disorder, not stated",Number of persons,81353
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of eating disorder, not stated","Low 95% confidence interval, number of persons",59969
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of eating disorder, not stated","High 95% confidence interval, number of persons",102738
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of eating disorder, not stated",Coefficient of variation for number of persons,13.4
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of eating disorder, not stated",Percent,0.3
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of eating disorder, not stated","Low 95% confidence interval, percent",0.2
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of eating disorder, not stated","High 95% confidence interval, percent",0.4
2002,Canada,"Total, 15 years and over",Both sexes,"Risk of eating disorder, not stated",Coefficient of variation for percent,13.4
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable alcohol dependence,Number of persons,24996593
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable alcohol dependence,"Low 95% confidence interval, number of persons",24996593
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable alcohol dependence,"High 95% confidence interval, number of persons",24996593
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable alcohol dependence,Coefficient of variation for number of persons,0
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable alcohol dependence,Percent,100
2002,Canada,"Total, 15 years and over",Both sexes,Total population for the variable alcohol dependence,"Low 95% confidence interval, percent",100
